ori,group,year,pop,agency_name,m_emp,f_emp,emp,sworn,civil
FL02804,7,5.0,0.0,SEBRING AIRPORT AUTHORIT,0.0,0.0,0.0,0.0,0.0
FL02805,8D,5.0,0.0,HIGHLANDS CO DLE SEBRING,0.0,0.0,0.0,0.0,0.0
FL02840,8D,5.0,0.0,DEP DLE:HIGHLANDS COUNTY,0.0,0.0,0.0,0.0,0.0
FL02880,8D,5.0,0.0,FGC: HIGHLANDS COUNTY,0.0,0.0,0.0,0.0,0.0
FL02890,8D,5.0,0.0,HP: HIGHLANDS COUNTY,0.0,0.0,0.0,0.0,0.0
FL029DB,9D,5.0,0.0,HILLSBOROUGH CO DIV BEV,0.0,0.0,0.0,0.0,0.0
FL029DL,9D,5.0,0.0,HILLSBOROUGH CO CRIM LAW,0.0,0.0,0.0,0.0,0.0
FL029GM,9D,5.0,0.0,HILLSBOROUGH CO GAME FWF,0.0,0.0,0.0,0.0,0.0
FL029HP,9D,5.0,0.0,HILLSBOROUGH HIGHWAY PAT,0.0,0.0,0.0,0.0,0.0
FL029MP,9D,5.0,0.0,HILLSBOROUGH CO MARINE P,0.0,0.0,0.0,0.0,0.0
FL029UT,7,5.0,0.0,UNIVERSITY OF TAMPA,0.0,0.0,0.0,0.0,0.0
FL02900,9A,5.0,743297.0,HILLSBOROUGH,2145.0,1033.0,3178.0,1168.0,2010.0
FL02901,4,5.0,31604.0,PLANT CITY,66.0,22.0,88.0,66.0,22.0
FL02902,1C,5.0,329035.0,TAMPA,930.0,381.0,1311.0,985.0,326.0
FL02903,5,5.0,22184.0,TEMPLE TERRACE,56.0,16.0,72.0,51.0,21.0
FL02905,9D,5.0,0.0,"DLE:HILLSBOROUGH, TAMPA",0.0,0.0,0.0,0.0,0.0
FL02906,7,5.0,0.0,TAMPA INTERNATIONAL AIRP,108.0,37.0,145.0,66.0,79.0
FL02907,7,5.0,0.0,UNIV OF S FL: TAMPA,38.0,19.0,57.0,42.0,15.0
FL02940,9D,5.0,0.0,DEP DLE:HILLSBOROUGH CTY,0.0,0.0,0.0,0.0,0.0
FL02950,9D,5.0,0.0,HILLSBOROUGH CO BEV TAMP,0.0,0.0,0.0,0.0,0.0
FL02970,9D,5.0,0.0,DEPT OF INS:HILLSBOROUGH,0.0,0.0,0.0,0.0,0.0
FL02980,9D,5.0,0.0,FGC: HILLSBOROUGH COUNTY,0.0,0.0,0.0,0.0,0.0
FL02990,9D,5.0,0.0,HP: HILLSBOROUGH COUNTY,0.0,0.0,0.0,0.0,0.0
FL030DB,8D,5.0,0.0,HOLMES CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL030DL,8D,5.0,0.0,HOLMES CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL030GM,8D,5.0,0.0,HOLMES CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL030HP,8D,5.0,0.0,HOLMES HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL030MP,8D,5.0,0.0,HOLMES CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL03000,8C,5.0,16698.0,HOLMES,21.0,17.0,38.0,20.0,18.0
FL03001,6,5.0,2742.0,BONIFAY,4.0,1.0,5.0,4.0,1.0
FL03040,8D,5.0,0.0,DEP DLE: HOLMES COUNTY,0.0,0.0,0.0,0.0,0.0
FL03080,8D,5.0,0.0,FGC: HOLMES COUNTY,0.0,0.0,0.0,0.0,0.0
FL03090,8D,5.0,0.0,HP: HOLMES COUNTY,0.0,0.0,0.0,0.0,0.0
FL031DB,9D,5.0,0.0,INDIAN RIVER CO DIV BEV,0.0,0.0,0.0,0.0,0.0
FL031DL,9D,5.0,0.0,INDIAN RIVER CO CRIM LAW,0.0,0.0,0.0,0.0,0.0
FL031GM,9D,5.0,0.0,INDIAN RIVER CO GAME FWF,0.0,0.0,0.0,0.0,0.0
FL031HP,9D,5.0,0.0,INDIAN RIVER HIGHWAY PAT,0.0,0.0,0.0,0.0,0.0
FL031MP,9D,5.0,0.0,INDIAN RIVER CO MARINE P,0.0,0.0,0.0,0.0,0.0
FL03100,9B,5.0,81803.0,INDIAN RIVER,280.0,136.0,416.0,186.0,230.0
FL03101,6,5.0,4763.0,FELLSMERE,8.0,1.0,9.0,8.0,1.0
FL03102,5,5.0,19092.0,SEBASTIAN,33.0,16.0,49.0,33.0,16.0
FL03103,5,5.0,17597.0,VERO BEACH,60.0,21.0,81.0,58.0,23.0
FL03104,6,5.0,3661.0,INDIAN RIVER SHORES,21.0,1.0,22.0,21.0,1.0
FL03140,9D,5.0,0.0,DEP DLE:INDIAN RIVER CTY,0.0,0.0,0.0,0.0,0.0
FL03180,9D,5.0,0.0,FGC: INDIAN RIVER COUNTY,0.0,0.0,0.0,0.0,0.0
FL03190,9D,5.0,0.0,HP: INDIAN RIVER COUNTY,0.0,0.0,0.0,0.0,0.0
FL032DB,8D,5.0,0.0,JACKSON CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL032DL,8D,5.0,0.0,JACKSON CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL032GM,8D,5.0,0.0,JACKSON CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL032HP,8D,5.0,0.0,JACKSON HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL032MP,8D,5.0,0.0,JACKSON CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL03200,8B,5.0,37144.0,JACKSON,52.0,16.0,68.0,49.0,19.0
FL03201,6,5.0,6340.0,MARIANNA,20.0,5.0,25.0,17.0,8.0
FL03202,7,5.0,885.0,COTTONDALE,3.0,0.0,3.0,3.0,0.0
FL03203,7,5.0,2446.0,GRACEVILLE,8.0,2.0,10.0,8.0,2.0
FL03204,7,5.0,1803.0,MALONE,0.0,0.0,0.0,0.0,0.0
FL03205,7,5.0,1954.0,SNEADS,5.0,4.0,9.0,5.0,4.0
FL03206,7,5.0,808.0,GRAND RIDGE,0.0,0.0,0.0,0.0,0.0
FL03207,7,5.0,474.0,ALFORD,0.0,0.0,0.0,0.0,0.0
FL03240,8D,5.0,0.0,DEP DLE: JACKSON COUNTY,0.0,0.0,0.0,0.0,0.0
FL03250,8D,5.0,0.0,JACKSON CO. BEV. ENF. BU,0.0,0.0,0.0,0.0,0.0
FL03280,8D,5.0,0.0,FGC: JACKSON COUNTY,0.0,0.0,0.0,0.0,0.0
FL03290,8D,5.0,0.0,HP: JACKSON COUNTY,0.0,0.0,0.0,0.0,0.0
FL033DB,9D,5.0,0.0,JEFFERSON CO DIV BEVERAG,0.0,0.0,0.0,0.0,0.0
FL033DL,9D,5.0,0.0,JEFFERSON CO CRIM LAW EN,0.0,0.0,0.0,0.0,0.0
FL033GM,9D,5.0,0.0,JEFFERSON CO GAME FWF CO,0.0,0.0,0.0,0.0,0.0
FL033HP,9D,5.0,0.0,JEFFERSON HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL033MP,9D,5.0,0.0,JEFFERSON CO MARINE PTL,0.0,0.0,0.0,0.0,0.0
FL03300,9C,5.0,12199.0,JEFFERSON,22.0,8.0,30.0,19.0,11.0
FL03301,6,5.0,2630.0,MONTICELLO,10.0,3.0,13.0,9.0,4.0
FL03340,9D,5.0,0.0,DEP DLE:JEFFERSON COUNTY,0.0,0.0,0.0,0.0,0.0
FL03380,9D,5.0,0.0,FGC: JEFFERSON COUNTY,0.0,0.0,0.0,0.0,0.0
FL03390,9D,5.0,0.0,HP: JEFFERSON COUNTY,0.0,0.0,0.0,0.0,0.0
FL034DB,8D,5.0,0.0,LAFAYETTE CO DIV BEVERAG,0.0,0.0,0.0,0.0,0.0
FL034DL,8D,5.0,0.0,LAFAYETTE CO CRIM LAW EN,0.0,0.0,0.0,0.0,0.0
FL034GM,8D,5.0,0.0,LAFAYETTE CO GAME FWF CO,0.0,0.0,0.0,0.0,0.0
FL034HP,8D,5.0,0.0,LAFAYETTE HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL034MP,8D,5.0,0.0,LAFAYETTE CO MARINE PTL,0.0,0.0,0.0,0.0,0.0
FL03400,8D,5.0,7651.0,LAFAYETTE,13.0,12.0,25.0,9.0,16.0
FL03401,7,5.0,1032.0,MAYO,0.0,0.0,0.0,0.0,0.0
FL03440,8D,5.0,0.0,DEP DLE:LAFAYETTE COUNTY,0.0,0.0,0.0,0.0,0.0
FL03480,8D,5.0,0.0,FGC: LAFAYETTE COUNTY,0.0,0.0,0.0,0.0,0.0
FL03490,8D,5.0,0.0,HP: LAFAYETTE COUNTY,0.0,0.0,0.0,0.0,0.0
FL035DB,9D,5.0,0.0,LAKE CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL035DL,9D,5.0,0.0,LAKE CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL035GM,9D,5.0,0.0,LAKE CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL035HP,9D,5.0,0.0,LAKE HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL035MP,9D,5.0,0.0,LAKE CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL03500,9A,5.0,165208.0,LAKE,250.0,132.0,382.0,256.0,126.0
FL03501,5,5.0,17624.0,EUSTIS,38.0,14.0,52.0,38.0,14.0
FL03502,5,5.0,18487.0,LEESBURG,65.0,31.0,96.0,73.0,23.0
FL03503,5,5.0,11376.0,CLERMONT,36.0,17.0,53.0,38.0,15.0
FL03504,6,5.0,3646.0,FRUITLAND PARK,10.0,2.0,12.0,11.0,1.0
FL03505,6,5.0,4693.0,GROVELAND,14.0,4.0,18.0,12.0,6.0
FL03506,7,5.0,1176.0,HOWEY-IN-THE-HILLS,6.0,0.0,6.0,6.0,0.0
FL03507,6,5.0,4461.0,MASCOTTE,10.0,1.0,11.0,10.0,1.0
FL03508,6,5.0,7417.0,MINNEOLA,4.0,1.0,5.0,5.0,0.0
FL03509,7,5.0,963.0,MONTVERDE,0.0,0.0,0.0,0.0,0.0
FL03510,5,5.0,10899.0,MOUNT DORA,27.0,18.0,45.0,32.0,13.0
FL03511,5,5.0,11625.0,TAVARES,17.0,8.0,25.0,23.0,2.0
FL03512,6,5.0,2558.0,UMATILLA,8.0,2.0,10.0,9.0,1.0
FL03513,5,5.0,13336.0,LADY LAKE,24.0,13.0,37.0,22.0,15.0
FL03514,7,5.0,1586.0,ASTATULA,4.0,1.0,5.0,5.0,0.0
FL03540,9D,5.0,0.0,DEP DLE: LAKE COUNTY,0.0,0.0,0.0,0.0,0.0
FL03580,9D,5.0,0.0,FGC: LAKE COUNTY,0.0,0.0,0.0,0.0,0.0
FL03590,9D,5.0,0.0,HP: LAKE COUNTY,0.0,0.0,0.0,0.0,0.0
FL036DB,9D,5.0,0.0,LEE CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL036DL,9D,5.0,0.0,LEE CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL036GM,9D,5.0,0.0,LEE CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL036HP,9D,5.0,0.0,LEE HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL036MP,9D,5.0,0.0,LEE CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL03600,9A,5.0,334695.0,LEE,585.0,313.0,898.0,580.0,318.0
FL03601,3,5.0,54095.0,FORT MYERS,168.0,82.0,250.0,174.0,76.0
FL03602,2,5.0,130874.0,CAPE CORAL,184.0,92.0,276.0,171.0,105.0
FL03603,6,5.0,6240.0,SANIBEL,34.0,8.0,42.0,24.0,18.0
FL03604,9D,5.0,0.0,LEE COUNTY PORT AUTHORIT,46.0,13.0,59.0,37.0,22.0
FL03605,9D,5.0,0.0,"DLE:LEE CO, FORT MYERS",0.0,0.0,0.0,0.0,0.0
FL03607,7,5.0,0.0,FL GULF COAST UNIVERSITY,15.0,6.0,21.0,14.0,7.0
FL03640,9D,5.0,0.0,DEP DLE: LEE COUNTY,0.0,0.0,0.0,0.0,0.0
FL03650,9D,5.0,0.0,LEE CO BEV ENF-FORT MYER,0.0,0.0,0.0,0.0,0.0
FL03670,9D,5.0,0.0,DEPT OF INS: LEE COUNTY,0.0,0.0,0.0,0.0,0.0
FL03680,9D,5.0,0.0,FGC: LEE COUNTY,0.0,0.0,0.0,0.0,0.0
FL03690,9D,5.0,0.0,HP: LEE COUNTY,0.0,0.0,0.0,0.0,0.0
FL037DB,9D,5.0,0.0,LEON CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL037DL,9D,5.0,0.0,LEON CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL037GM,9D,5.0,0.0,LEON CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL037HP,9D,5.0,0.0,LEON HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL037MP,9D,5.0,0.0,LEON CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL03700,9B,5.0,89225.0,LEON,423.0,186.0,609.0,327.0,282.0
FL03701,7,5.0,0.0,FLA DEPT OF LAW ENFORCE,0.0,0.0,0.0,0.0,0.0
FL03702,7,5.0,0.0,FLA DIVISION OF BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL03703,2,5.0,160147.0,TALLAHASSEE,306.0,168.0,474.0,344.0,130.0
FL03704,9D,5.0,0.0,"DLE:LEON CO, TALLAHASSEE",854.0,958.0,1812.0,428.0,1384.0
FL03705,9D,5.0,0.0,DEP DLE: LEON COUNTY,142.0,34.0,176.0,128.0,48.0
FL03706,7,5.0,0.0,FL ST UNIV: TALLAHASSEE,58.0,18.0,76.0,58.0,18.0
FL03707,7,5.0,0.0,FLORIDA A&M UNIVERSITY,22.0,14.0,36.0,29.0,7.0
FL03708,9D,5.0,0.0,FGC: LEON COUNTY,714.0,144.0,858.0,684.0,174.0
FL03709,7,5.0,0.0,CAPITOL POLICE,73.0,16.0,89.0,65.0,24.0
FL03710,9D,5.0,0.0,LEON CO DLE PARK PATROL,0.0,0.0,0.0,0.0,0.0
FL03711,9D,5.0,0.0,LEON CO. DOT TALLAHASEE,0.0,0.0,0.0,0.0,0.0
FL03712,9D,5.0,0.0,LEON CO. MARKS & BRANDS,0.0,0.0,0.0,0.0,0.0
FL03713,9D,5.0,0.0,STATE FIRE MARSHAL,0.0,0.0,0.0,0.0,0.0
FL03714,9D,5.0,0.0,LEON CO. AGR & CON TALLA,0.0,0.0,0.0,0.0,0.0
FL03715,9D,5.0,0.0,LEON CO. AG RD GD TALLAH,0.0,0.0,0.0,0.0,0.0
FL03716,9D,5.0,0.0,LEON CO. LOTTERY SEC TAL,0.0,0.0,0.0,0.0,0.0
FL03717,9D,5.0,0.0,ST TREASURER'S OFF DIV I,111.0,60.0,171.0,128.0,43.0
FL03722,7,5.0,0.0,TALLAHASSEE COMM COLLEGE,11.0,3.0,14.0,9.0,5.0
FL03750,9D,5.0,0.0,LEON CO BEV ENF TALLAHAS,0.0,0.0,0.0,0.0,0.0
FL03790,9D,5.0,0.0,HP: LEON COUNTY,0.0,0.0,0.0,0.0,0.0
FL03791,9D,5.0,0.0,LEON CO FHP HQ TALLAHASS,0.0,0.0,0.0,0.0,0.0
FL038DB,8D,5.0,0.0,LEVY CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL038DL,8D,5.0,0.0,LEVY CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL038GM,8D,5.0,0.0,LEVY CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL038HP,8D,5.0,0.0,LEVY HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL038MP,8D,5.0,0.0,LEVY CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL03800,8B,5.0,30931.0,LEVY,87.0,61.0,148.0,73.0,75.0
FL03801,7,5.0,961.0,CEDAR KEY,5.0,0.0,5.0,5.0,0.0
FL03802,7,5.0,2132.0,CHIEFLAND,8.0,3.0,11.0,8.0,3.0
FL03803,7,5.0,1626.0,INGLIS,5.0,1.0,6.0,5.0,1.0
FL03804,6,5.0,2523.0,WILLISTON,13.0,7.0,20.0,10.0,10.0
FL03840,8D,5.0,0.0,DEP DLE: LEVY COUNTY,0.0,0.0,0.0,0.0,0.0
FL03880,8D,5.0,0.0,FGC: LEVY COUNTY,0.0,0.0,0.0,0.0,0.0
FL03890,8D,5.0,0.0,HP: LEVY COUNTY,0.0,0.0,0.0,0.0,0.0
FL039DB,8D,5.0,0.0,LIBERTY CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL039DL,8D,5.0,0.0,LIBERTY CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL039GM,8D,5.0,0.0,LIBERTY CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL039HP,8D,5.0,0.0,LIBERTY HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL039MP,8D,5.0,0.0,LIBERTY CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL03900,8D,5.0,7573.0,LIBERTY,15.0,7.0,22.0,18.0,4.0
FL03940,8D,5.0,0.0,DEP DLE: LIBERTY COUNTY,0.0,0.0,0.0,0.0,0.0
FL03980,8D,5.0,0.0,FGC: LIBERTY COUNTY,0.0,0.0,0.0,0.0,0.0
FL03990,8D,5.0,0.0,HP: LIBERTY COUNTY,0.0,0.0,0.0,0.0,0.0
FL040DB,8D,5.0,0.0,MADISON CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL040DL,8D,5.0,0.0,MADISON CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL040GM,8D,5.0,0.0,MADISON CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL040HP,8D,5.0,0.0,MADISON HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL040MP,8D,5.0,0.0,MADISON CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL04000,8C,5.0,16257.0,MADISON,25.0,5.0,30.0,27.0,3.0
FL04001,6,5.0,3267.0,MADISON,14.0,1.0,15.0,14.0,1.0
FL04002,7,5.0,851.0,GREENVILLE,2.0,0.0,2.0,2.0,0.0
FL04003,7,5.0,365.0,LEE,0.0,0.0,0.0,0.0,0.0
FL04040,8D,5.0,0.0,DEP DLE: MADISON COUNTY,0.0,0.0,0.0,0.0,0.0
FL04080,8D,5.0,0.0,FGC: MADISON COUNTY,0.0,0.0,0.0,0.0,0.0
FL04090,8D,5.0,0.0,HP: MADISON COUNTY,0.0,0.0,0.0,0.0,0.0
FL041DB,9D,5.0,0.0,MANATEE CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL041DL,9D,5.0,0.0,MANATEE CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL041GM,9D,5.0,0.0,MANATEE CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL041HP,9D,5.0,0.0,MANATEE HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL041MP,9D,5.0,0.0,MANATEE CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL04100,9A,5.0,225830.0,MANATEE,662.0,398.0,1060.0,680.0,380.0
FL04101,7,5.0,1910.0,ANNA MARIA,4.0,1.0,5.0,5.0,0.0
FL04102,3,5.0,54335.0,BRADENTON,116.0,30.0,146.0,121.0,25.0
FL04103,7,5.0,1571.0,BRADENTON BEACH,10.0,0.0,10.0,10.0,0.0
FL04104,6,5.0,5215.0,HOLMES BEACH,15.0,5.0,20.0,13.0,7.0
FL04105,6,5.0,7794.0,LONGBOAT KEY,21.0,7.0,28.0,20.0,8.0
FL04106,5,5.0,13428.0,PALMETTO,32.0,10.0,42.0,33.0,9.0
FL04140,9D,5.0,0.0,DEP DLE: MANATEE COUNTY,0.0,0.0,0.0,0.0,0.0
FL04180,9D,5.0,0.0,FGC: MANATEE COUNTY,0.0,0.0,0.0,0.0,0.0
FL04190,9D,5.0,0.0,HP: MANATEE COUNTY,0.0,0.0,0.0,0.0,0.0
FL042DB,9D,5.0,0.0,MARION CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL042DL,9D,5.0,0.0,MARION CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL042GM,9D,5.0,0.0,MARION CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL042HP,9D,5.0,0.0,MARION HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL042MP,9D,5.0,0.0,MARION CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL04200,9A,5.0,242053.0,MARION,509.0,312.0,821.0,336.0,485.0
FL04201,3,5.0,50005.0,OCALA,160.0,99.0,259.0,157.0,102.0
FL04202,6,5.0,3845.0,BELLEVIEW,13.0,3.0,16.0,14.0,2.0
FL04203,7,5.0,1995.0,DUNNELLON,7.0,4.0,11.0,8.0,3.0
FL04204,9D,5.0,0.0,MARION CO FWF COM OCALIA,0.0,0.0,0.0,0.0,0.0
FL04240,9D,5.0,0.0,DEP DLE: MARION COUNTY,0.0,0.0,0.0,0.0,0.0
FL04250,9D,5.0,0.0,MARION CO BEV ENF OCALIA,0.0,0.0,0.0,0.0,0.0
FL04280,9D,5.0,0.0,FGC: MARION COUNTY,0.0,0.0,0.0,0.0,0.0
FL04290,9D,5.0,0.0,HP: MARION COUNTY,0.0,0.0,0.0,0.0,0.0
FL043DB,9D,5.0,0.0,MARTIN CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL043DL,9D,5.0,0.0,MARTIN CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL043GM,9D,5.0,0.0,MARTIN CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL043HP,9D,5.0,0.0,MARTIN HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL043MP,9D,5.0,0.0,MARTIN CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL04300,9A,5.0,122220.0,MARTIN,374.0,199.0,573.0,250.0,323.0
FL04301,5,5.0,16083.0,STUART,41.0,21.0,62.0,44.0,18.0
FL04302,7,5.0,668.0,JUPITER ISLAND,17.0,3.0,20.0,16.0,4.0
FL04303,7,5.0,2099.0,SEWALL'S POINT,8.0,2.0,10.0,9.0,1.0
FL04340,9D,5.0,0.0,DEP DLE: MARTIN COUNTY,0.0,0.0,0.0,0.0,0.0
FL04380,9D,5.0,0.0,FGC: MARTIN COUNTY,0.0,0.0,0.0,0.0,0.0
FL04390,9D,5.0,0.0,HP: MARTIN COUNTY,0.0,0.0,0.0,0.0,0.0
FL044DB,8D,5.0,0.0,MONROE CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL044DL,8D,5.0,0.0,MONROE CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL044GM,8D,5.0,0.0,MONROE CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL044HP,8D,5.0,0.0,MONROE HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL044MP,8D,5.0,0.0,MONROE CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL04400,8B,5.0,53893.0,MONROE,300.0,218.0,518.0,240.0,278.0
FL04401,4,5.0,25327.0,KEY WEST,86.0,36.0,122.0,86.0,36.0
FL04402,7,5.0,831.0,KEY COLONY BEACH,6.0,0.0,6.0,6.0,0.0
FL04403,7,5.0,193.0,LAYTON,0.0,0.0,0.0,0.0,0.0
FL04404,7,5.0,0.0,MUNSON ISLAND,0.0,0.0,0.0,0.0,0.0
FL04405,8D,5.0,0.0,MONROE CO DLE KEY WEST,0.0,0.0,0.0,0.0,0.0
FL04440,8D,5.0,0.0,DEP DLE: MONROE COUNTY,0.0,0.0,0.0,0.0,0.0
FL04450,8D,5.0,0.0,MONROE CO BEV EN KEY WES,0.0,0.0,0.0,0.0,0.0
FL04480,8D,5.0,0.0,FGC: MONROE COUNTY,0.0,0.0,0.0,0.0,0.0
FL04490,8D,5.0,0.0,HP: MONROE COUNTY,0.0,0.0,0.0,0.0,0.0
FL04491,8D,5.0,0.0,MONROE CO SHP KEY WEST,0.0,0.0,0.0,0.0,0.0
FL045DB,9D,5.0,0.0,NASSAU CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL045DL,9D,5.0,0.0,NASSAU CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL045GM,9D,5.0,0.0,NASSAU CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL045HP,9D,5.0,0.0,NASSAU HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL045MP,9D,5.0,0.0,NASSAU CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL04500,9B,5.0,53088.0,NASSAU,132.0,76.0,208.0,142.0,66.0
FL04501,5,5.0,11495.0,FERNANDINA BEACH,36.0,8.0,44.0,35.0,9.0
FL04502,7,5.0,985.0,CALLAHAN,1.0,0.0,1.0,1.0,0.0
FL04503,6,5.0,2904.0,HILLIARD,0.0,0.0,0.0,0.0,0.0
FL04540,9D,5.0,0.0,DEP DLE: NASSAU COUNTY,0.0,0.0,0.0,0.0,0.0
FL04580,9D,5.0,0.0,FGC: NASSAU COUNTY,0.0,0.0,0.0,0.0,0.0
FL04590,9D,5.0,0.0,HP: NASSAU COUNTY,0.0,0.0,0.0,0.0,0.0
FL046DB,9D,5.0,0.0,OKALOOSA CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL046DL,9D,5.0,0.0,OKALOOSA CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL046GM,9D,5.0,0.0,OKALOOSA CO GAME FWF COM,0.0,0.0,0.0,0.0,0.0
FL046HP,9D,5.0,0.0,OKALOOSA HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL046MP,9D,5.0,0.0,OKALOOSA CO MARINE PATRO,0.0,0.0,0.0,0.0,0.0
FL04600,9A,5.0,127876.0,OKALOOSA,257.0,107.0,364.0,258.0,106.0
FL04601,5,5.0,17206.0,CRESTVIEW,33.0,8.0,41.0,31.0,10.0
FL04602,5,5.0,20443.0,FORT WALTON BEACH,50.0,16.0,66.0,52.0,14.0
FL04603,5,5.0,12797.0,NICEVILLE,17.0,5.0,22.0,18.0,4.0
FL04604,6,5.0,6479.0,VALPARAISO,9.0,5.0,14.0,10.0,4.0
FL04605,7,5.0,755.0,SHALIMAR,4.0,0.0,4.0,4.0,0.0
FL04606,7,5.0,395.0,CINCO BAYOU,0.0,0.0,0.0,0.0,0.0
FL04607,7,5.0,0.0,OKALOOSA COUNTY AIR TERM,8.0,1.0,9.0,9.0,0.0
FL04608,7,5.0,589.0,LAUREL HILL,1.0,0.0,1.0,1.0,0.0
FL04609,6,5.0,4208.0,MARY ESTHER,0.0,0.0,0.0,0.0,0.0
FL04610,9D,5.0,0.0,OKALOOSA CO DLE FT WTN B,0.0,0.0,0.0,0.0,0.0
FL04640,9D,5.0,0.0,DEP DLE: OKALOOSA COUNTY,0.0,0.0,0.0,0.0,0.0
FL04680,9D,5.0,0.0,FGC: OKALOOSA COUNTY,0.0,0.0,0.0,0.0,0.0
FL04690,9D,5.0,0.0,HP: OKALOOSA COUNTY,0.0,0.0,0.0,0.0,0.0
FL047DB,8D,5.0,0.0,OKEECHOBEE CO DIV BEV,0.0,0.0,0.0,0.0,0.0
FL047DL,8D,5.0,0.0,OKEECHOBEE CO CRIM LAW,0.0,0.0,0.0,0.0,0.0
FL047GM,8D,5.0,0.0,OKEECHOBEE CO GAME FWF,0.0,0.0,0.0,0.0,0.0
FL047HP,8D,5.0,0.0,OKEECHOBEE HIGHWAY PATRO,0.0,0.0,0.0,0.0,0.0
