ori,group,year,pop,agency_name,m_emp,f_emp,emp,sworn,civil
MN08202,5,4.0,16073.0,FOREST LAKE,18.0,5.0,23.0,20.0,3.0
MN08203,6,4.0,8142.0,MAHTOMEDI,5.0,0.0,5.0,5.0,0.0
MN08204,6,4.0,3707.0,NEWPORT,8.0,0.0,8.0,8.0,0.0
MN08205,6,4.0,5069.0,ST. PAUL PARK,8.0,0.0,8.0,8.0,0.0
MN08206,5,4.0,16872.0,STILLWATER,19.0,5.0,24.0,21.0,3.0
MN08207,4,4.0,32061.0,COTTAGE GROVE,32.0,18.0,50.0,37.0,13.0
MN08208,4,4.0,27900.0,OAKDALE,23.0,14.0,37.0,30.0,7.0
MN08209,7,4.0,0.0,WOODBURY TOWNSHIP,0.0,0.0,0.0,0.0,0.0
MN08210,6,4.0,7777.0,LAKE ELMO,2.0,0.0,2.0,2.0,0.0
MN08211,4,4.0,49821.0,WOODBURY,44.0,15.0,59.0,51.0,8.0
MN08212,6,4.0,8830.0,HUGO,3.0,0.0,3.0,3.0,0.0
MN08214,6,4.0,3776.0,OAK PARK HEIGHTS,9.0,1.0,10.0,9.0,1.0
MN08219,6,4.0,2889.0,AFTON,0.0,0.0,0.0,0.0,0.0
MN08300,8D,4.0,7087.0,WATONWAN,14.0,7.0,21.0,9.0,12.0
MN08302,6,4.0,4630.0,ST. JAMES,6.0,2.0,8.0,7.0,1.0
MN08400,8D,4.0,3516.0,WILKIN,6.0,2.0,8.0,6.0,2.0
MN08401,6,4.0,3486.0,BRECKENRIDGE,5.0,4.0,9.0,6.0,3.0
MN08500,8C,4.0,14671.0,WINONA,30.0,19.0,49.0,19.0,30.0
MN08501,6,4.0,3421.0,ST. CHARLES,2.0,1.0,3.0,3.0,0.0
MN08502,4,4.0,26860.0,WINONA,35.0,10.0,45.0,39.0,6.0
MN08503,6,4.0,3429.0,GOODVIEW,3.0,1.0,4.0,4.0,0.0
MN08504,7,4.0,1508.0,LEWISTON,2.0,0.0,2.0,2.0,0.0
MN08600,9B,4.0,87864.0,WRIGHT,119.0,50.0,169.0,106.0,63.0
MN08601,5,4.0,12589.0,BUFFALO,12.0,7.0,19.0,16.0,3.0
MN08603,6,4.0,4186.0,DELANO,0.0,0.0,0.0,0.0,0.0
MN08605,6,4.0,9727.0,MONTICELLO,0.0,0.0,0.0,0.0,0.0
MN08606,6,4.0,2890.0,ANNANDALE,4.0,1.0,5.0,5.0,0.0
MN08612,6,4.0,3912.0,ROCKFORD,4.0,0.0,4.0,4.0,0.0
MN08700,8D,4.0,8793.0,YELLOW MEDICINE,12.0,7.0,19.0,7.0,12.0
MN08701,7,4.0,1853.0,CANBY,2.0,0.0,2.0,2.0,0.0
MN08702,6,4.0,3016.0,GRANITE FALLS,4.0,0.0,4.0,4.0,0.0
MSMHP00,8D,4.0,0.0,MISS HGHWAY SAFTY PATROL,582.0,218.0,800.0,531.0,269.0
MS00100,8C,4.0,15729.0,ADAMS,33.0,16.0,49.0,28.0,21.0
MS00101,5,4.0,17754.0,NATCHEZ,52.0,25.0,77.0,51.0,26.0
MS00200,8C,4.0,21004.0,ALCORN,16.0,9.0,25.0,14.0,11.0
MS00201,5,4.0,14189.0,CORINTH,36.0,11.0,47.0,36.0,11.0
MS00300,8C,4.0,12638.0,AMITE,8.0,4.0,12.0,7.0,5.0
MS00301,7,4.0,1058.0,GLOSTER,5.0,3.0,8.0,4.0,4.0
MS00400,8C,4.0,12415.0,ATTALA,10.0,3.0,13.0,8.0,5.0
MS00401,6,4.0,7406.0,KOSCIUSKO,20.0,0.0,20.0,20.0,0.0
MS00500,8D,4.0,7833.0,BENTON,11.0,5.0,16.0,5.0,11.0
MS00600,8C,4.0,16604.0,BOLIVAR,56.0,31.0,87.0,18.0,69.0
MS00601,5,4.0,13283.0,CLEVELAND,43.0,6.0,49.0,40.0,9.0
MS00602,7,4.0,2070.0,MOUND BAYOU,6.0,1.0,7.0,7.0,0.0
MS00603,6,4.0,2823.0,SHELBY,4.0,4.0,8.0,4.0,4.0
MS00604,7,4.0,2305.0,SHAW,6.0,4.0,10.0,6.0,4.0
MS00605,7,4.0,2445.0,ROSEDALE,5.0,1.0,6.0,6.0,0.0
MS00700,8C,4.0,11020.0,CALHOUN,5.0,1.0,6.0,5.0,1.0
MS00701,7,4.0,2070.0,BRUCE,5.0,0.0,5.0,5.0,0.0
MS00702,7,4.0,1849.0,CALHOUN CITY,7.0,0.0,7.0,7.0,0.0
MS00800,8D,4.0,9759.0,CARROLL,6.0,2.0,8.0,5.0,3.0
MS00801,7,4.0,782.0,VAIDEN,2.0,1.0,3.0,3.0,0.0
MS00900,8C,4.0,12366.0,CHICKASAW,21.0,2.0,23.0,14.0,9.0
MS00901,6,4.0,4012.0,HOUSTON,9.0,4.0,13.0,9.0,4.0
MS00902,6,4.0,2971.0,OKOLONA,8.0,1.0,9.0,9.0,0.0
MS01000,8D,4.0,8067.0,CHOCTAW,4.0,1.0,5.0,5.0,0.0
MS01001,7,4.0,1667.0,ACKERMAN,6.0,1.0,7.0,6.0,1.0
MS01100,8D,4.0,9828.0,CLAIBORNE,20.0,8.0,28.0,13.0,15.0
MS01101,7,4.0,1761.0,PORT GIBSON,12.0,1.0,13.0,8.0,5.0
MS01200,8C,4.0,14339.0,CLARKE,12.0,11.0,23.0,10.0,13.0
MS01201,7,4.0,2425.0,QUITMAN,11.0,1.0,12.0,12.0,0.0
MS01203,7,4.0,1116.0,STONEWALL,1.0,0.0,1.0,1.0,0.0
MS01300,8D,4.0,9841.0,CLAY,15.0,12.0,27.0,8.0,19.0
MS01301,5,4.0,11947.0,WEST POINT,23.0,11.0,34.0,25.0,9.0
MS01400,8D,4.0,9786.0,COAHOMA,29.0,17.0,46.0,17.0,29.0
MS01401,5,4.0,19982.0,CLARKSDALE,41.0,5.0,46.0,40.0,6.0
MS01403,7,4.0,0.0,COAHOMA COMMUNITY COLLEG,6.0,1.0,7.0,6.0,1.0
MS01500,9C,4.0,18855.0,COPIAH,17.0,10.0,27.0,12.0,15.0
MS01501,6,4.0,5885.0,CRYSTAL SPRINGS,20.0,0.0,20.0,14.0,6.0
MS01502,6,4.0,4406.0,HAZLEHURST,14.0,0.0,14.0,14.0,0.0
MS01600,8C,4.0,17565.0,COVINGTON,8.0,5.0,13.0,8.0,5.0
MS01601,6,4.0,2764.0,COLLINS,7.0,5.0,12.0,8.0,4.0
MS01700,9B,4.0,41499.0,DESOTO,86.0,41.0,127.0,62.0,65.0
MS01701,4,4.0,35022.0,SOUTHAVEN,79.0,18.0,97.0,80.0,17.0
MS01702,4,4.0,25126.0,OLIVE BRANCH,52.0,12.0,64.0,51.0,13.0
MS01703,6,4.0,8407.0,HERNANDO,24.0,6.0,30.0,25.0,5.0
MS01704,5,4.0,15260.0,HORN LAKE,54.0,11.0,65.0,53.0,12.0
MS01800,9C,4.0,22721.0,FORREST,59.0,11.0,70.0,62.0,8.0
MS01801,4,4.0,47015.0,HATTIESBURG,122.0,31.0,153.0,110.0,43.0
MS01802,6,4.0,7745.0,PETAL,23.0,5.0,28.0,23.0,5.0
MS01900,8D,4.0,7840.0,FRANKLIN,7.0,2.0,9.0,5.0,4.0
MS01902,7,4.0,0.0,MCCALL CREEK,0.0,0.0,0.0,0.0,0.0
MS01904,7,4.0,563.0,ROXIE,0.0,0.0,0.0,0.0,0.0
MS02000,9C,4.0,17790.0,GEORGE,32.0,23.0,55.0,12.0,43.0
MS02001,6,4.0,2771.0,LUCEDALE,12.0,4.0,16.0,10.0,6.0
MS02100,8C,4.0,11654.0,GREENE,8.0,6.0,14.0,6.0,8.0
MS02101,7,4.0,1019.0,LEAKESVILLE,4.0,1.0,5.0,4.0,1.0
MS02102,7,4.0,595.0,MCLAIN,1.0,0.0,1.0,1.0,0.0
MS02200,8D,4.0,8222.0,GRENADA,10.0,5.0,15.0,12.0,3.0
MS02201,5,4.0,14759.0,GRENADA,38.0,8.0,46.0,42.0,4.0
MS02300,9B,4.0,30403.0,HANCOCK,65.0,25.0,90.0,42.0,48.0
MS02302,6,4.0,8211.0,BAY ST. LOUIS,26.0,10.0,36.0,26.0,10.0
MS02303,6,4.0,6871.0,WAVELAND,17.0,10.0,27.0,22.0,5.0
MS02400,9B,4.0,45636.0,HARRISON,273.0,90.0,363.0,123.0,240.0
MS02401,4,4.0,49341.0,BILOXI,146.0,53.0,199.0,141.0,58.0
MS02402,3,4.0,72350.0,GULFPORT,209.0,60.0,269.0,198.0,71.0
MS02403,5,4.0,17065.0,LONG BEACH,32.0,18.0,50.0,33.0,17.0
MS02404,6,4.0,6649.0,PASS CHRISTIAN,21.0,6.0,27.0,21.0,6.0
MS02500,9B,4.0,41442.0,HINDS,277.0,156.0,433.0,100.0,333.0
MS02501,2,4.0,180951.0,JACKSON,486.0,308.0,794.0,505.0,289.0
MS02502,7,4.0,1771.0,RAYMOND,6.0,0.0,6.0,6.0,0.0
MS02503,5,4.0,24389.0,CLINTON,53.0,12.0,65.0,45.0,20.0
MS02504,7,4.0,939.0,UTICA,3.0,2.0,5.0,5.0,0.0
MS02506,7,4.0,677.0,TERRY,2.0,0.0,2.0,2.0,0.0
MS02507,7,4.0,1332.0,EDWARDS,1.0,0.0,1.0,1.0,0.0
MS02510,7,4.0,0.0,JACKSON STATE UNIVERSITY,36.0,12.0,48.0,38.0,10.0
MS02511,7,4.0,0.0,HINDS COMMUNITY COLLEGE,18.0,1.0,19.0,17.0,2.0
MS02516,7,4.0,0.0,UNIV OF MS: MEDICAL CTR,69.0,13.0,82.0,59.0,23.0
MS02519,7,4.0,0.0,STATE CAPITOL POLICE,40.0,13.0,53.0,45.0,8.0
MS02600,8C,4.0,13028.0,HOLMES,25.0,24.0,49.0,9.0,40.0
MS02601,6,4.0,2908.0,DURANT,6.0,0.0,6.0,6.0,0.0
MS02602,7,4.0,1978.0,LEXINGTON,7.0,1.0,8.0,7.0,1.0
MS02603,7,4.0,2308.0,TCHULA,3.0,1.0,4.0,4.0,0.0
MS02605,7,4.0,1286.0,PICKENS,2.0,0.0,2.0,2.0,0.0
MS02606,7,4.0,1210.0,GOODMAN,2.0,1.0,3.0,3.0,0.0
MS02700,8D,4.0,8216.0,HUMPHREYS,9.0,5.0,14.0,8.0,6.0
MS02701,6,4.0,2587.0,BELZONI,9.0,6.0,15.0,10.0,5.0
MS02800,8D,4.0,2031.0,ISSAQUENA,3.0,3.0,6.0,4.0,2.0
MS02900,8C,4.0,19172.0,ITAWAMBA,11.0,8.0,19.0,11.0,8.0
MS02901,6,4.0,3965.0,FULTON,11.0,0.0,11.0,11.0,0.0
MS02902,7,4.0,0.0,ITAWAMBA COMMUNITY COLLE,9.0,1.0,10.0,9.0,1.0
MS03000,9B,4.0,75860.0,JACKSON,89.0,39.0,128.0,73.0,55.0
MS03001,5,4.0,15442.0,MOSS POINT,17.0,14.0,31.0,23.0,8.0
MS03002,5,4.0,17574.0,OCEAN SPRINGS,38.0,10.0,48.0,36.0,12.0
MS03003,4,4.0,26060.0,PASCAGOULA,56.0,30.0,86.0,55.0,31.0
MS03100,8C,4.0,15395.0,JASPER,9.0,5.0,14.0,5.0,9.0
MS03101,7,4.0,2194.0,BAY SPRINGS,6.0,0.0,6.0,6.0,0.0
MS03102,7,4.0,829.0,HEIDELBERG,5.0,1.0,6.0,5.0,1.0
MS03200,8D,4.0,7420.0,JEFFERSON,28.0,29.0,57.0,11.0,46.0
MS03201,7,4.0,2185.0,FAYETTE,3.0,1.0,4.0,2.0,2.0
MS03300,8C,4.0,13500.0,JEFFERSON DAVIS,7.0,4.0,11.0,5.0,6.0
MS03400,8B,4.0,43211.0,JONES,36.0,18.0,54.0,21.0,33.0
MS03401,6,4.0,3468.0,ELLISVILLE,9.0,5.0,14.0,8.0,6.0
MS03402,5,4.0,18180.0,LAUREL,57.0,26.0,83.0,54.0,29.0
MS03403,7,4.0,799.0,SANDERSVILLE,3.0,0.0,3.0,3.0,0.0
MS03500,8D,4.0,9562.0,KEMPER,9.0,6.0,15.0,6.0,9.0
MS03501,7,4.0,952.0,DE KALB,3.0,1.0,4.0,3.0,1.0
MS03502,7,4.0,0.0,EAST MISS JR COLLEGE,2.0,0.0,2.0,2.0,0.0
MS03600,8B,4.0,27633.0,LAFAYETTE,24.0,2.0,26.0,24.0,2.0
MS03601,5,4.0,12857.0,OXFORD,51.0,8.0,59.0,50.0,9.0
MS03602,7,4.0,0.0,UNIV OF MS: OXFORD,36.0,13.0,49.0,31.0,18.0
MS03700,9B,4.0,37413.0,LAMAR,41.0,19.0,60.0,54.0,6.0
MS03701,7,4.0,2325.0,PURVIS,6.0,3.0,9.0,7.0,2.0
MS03800,8B,4.0,38434.0,LAUDERDALE,80.0,53.0,133.0,48.0,85.0
MS03801,4,4.0,39857.0,MERIDIAN,91.0,17.0,108.0,92.0,16.0
MS03900,8C,4.0,13622.0,LAWRENCE,14.0,8.0,22.0,10.0,12.0
MS04000,8C,4.0,17307.0,LEAKE,13.0,2.0,15.0,13.0,2.0
MS04001,6,4.0,4677.0,CARTHAGE,13.0,1.0,14.0,10.0,4.0
MS04100,8B,4.0,37840.0,LEE,82.0,45.0,127.0,41.0,86.0
MS04101,4,4.0,35563.0,TUPELO,103.0,23.0,126.0,110.0,16.0
MS04105,6,4.0,3396.0,VERONA,5.0,2.0,7.0,7.0,0.0
MS04200,8C,4.0,16917.0,LEFLORE,29.0,12.0,41.0,21.0,20.0
MS04201,5,4.0,17726.0,GREENWOOD,54.0,15.0,69.0,54.0,15.0
MS04202,7,4.0,2101.0,ITTA BENA,5.0,1.0,6.0,5.0,1.0
MS04300,8C,4.0,23917.0,LINCOLN,28.0,12.0,40.0,20.0,20.0
MS04301,6,4.0,9884.0,BROOKHAVEN,28.0,4.0,32.0,28.0,4.0
MS04400,8B,4.0,35968.0,LOWNDES,40.0,9.0,49.0,41.0,8.0
MS04401,4,4.0,25147.0,COLUMBUS,75.0,9.0,84.0,73.0,11.0
MS04500,9B,4.0,29278.0,MADISON,69.0,21.0,90.0,40.0,50.0
MS04501,5,4.0,12953.0,CANTON,22.0,12.0,34.0,26.0,8.0
MS04502,5,4.0,21596.0,RIDGELAND,58.0,20.0,78.0,50.0,28.0
MS04504,5,4.0,15988.0,MADISON,41.0,14.0,55.0,42.0,13.0
MS04600,8C,4.0,18887.0,MARION,23.0,9.0,32.0,32.0,0.0
MS04601,6,4.0,6392.0,COLUMBIA,18.0,12.0,30.0,19.0,11.0
MS04700,9B,4.0,27003.0,MARSHALL,32.0,10.0,42.0,22.0,20.0
MS04701,6,4.0,7984.0,HOLLY SPRINGS,15.0,8.0,23.0,18.0,5.0
MS04702,7,4.0,722.0,BYHALIA,7.0,6.0,13.0,8.0,5.0
MS04800,8C,4.0,24951.0,MONROE,29.0,13.0,42.0,15.0,27.0
MS04801,6,4.0,6325.0,ABERDEEN,21.0,5.0,26.0,21.0,5.0
MS04802,6,4.0,6851.0,AMORY,19.0,6.0,25.0,19.0,6.0
MS04900,8D,4.0,6901.0,MONTGOMERY,6.0,1.0,7.0,6.0,1.0
MS04901,6,4.0,5124.0,WINONA,10.0,3.0,13.0,11.0,2.0
MS05000,8C,4.0,22021.0,NESHOBA,15.0,1.0,16.0,15.0,1.0
MS05001,6,4.0,7332.0,PHILADELPHIA,21.0,11.0,32.0,24.0,8.0
MS05100,8C,4.0,17074.0,NEWTON,8.0,1.0,9.0,8.0,1.0
MS05101,7,4.0,1443.0,DECATUR,3.0,0.0,3.0,3.0,0.0
MS05102,6,4.0,3693.0,NEWTON,9.0,5.0,14.0,9.0,5.0
MS05200,8C,4.0,10020.0,NOXUBEE,3.0,6.0,9.0,3.0,6.0
MS05201,7,4.0,2391.0,MACON,9.0,2.0,11.0,10.0,1.0
MS05300,8C,4.0,20305.0,OKTIBBEHA,20.0,3.0,23.0,20.0,3.0
MS05301,5,4.0,22588.0,STARKVILLE,41.0,9.0,50.0,44.0,6.0
MS05303,7,4.0,0.0,MISSISSIPPI STATE UNIV,29.0,8.0,37.0,30.0,7.0
MS05400,8B,4.0,25812.0,PANOLA,32.0,17.0,49.0,15.0,34.0
MS05401,6,4.0,7655.0,BATESVILLE,33.0,10.0,43.0,36.0,7.0
MS05403,7,4.0,939.0,CRENSHAW,5.0,0.0,5.0,5.0,0.0
MS05404,7,4.0,1321.0,COMO,6.0,2.0,8.0,4.0,4.0
MS05500,8B,4.0,37872.0,PEARL RIVER,62.0,34.0,96.0,71.0,25.0
MS05501,5,4.0,10721.0,PICAYUNE,38.0,20.0,58.0,38.0,20.0
MS05502,6,4.0,2684.0,POPLARVILLE,10.0,1.0,11.0,10.0,1.0
MS05600,9C,4.0,12380.0,PERRY,10.0,6.0,16.0,9.0,7.0
MS05700,8C,4.0,22529.0,PIKE,36.0,14.0,50.0,23.0,27.0
MS05701,7,4.0,2062.0,MAGNOLIA,4.0,1.0,5.0,5.0,0.0
MS05702,5,4.0,13226.0,MCCOMB,38.0,20.0,58.0,34.0,24.0
MS05703,7,4.0,1411.0,SUMMIT,6.0,0.0,6.0,6.0,0.0
MS05800,8B,4.0,27783.0,PONTOTOC,24.0,12.0,36.0,17.0,19.0
MS05900,8C,4.0,15209.0,PRENTISS,22.0,11.0,33.0,15.0,18.0
MS05901,6,4.0,8684.0,BOONEVILLE,23.0,7.0,30.0,24.0,6.0
MS05902,6,4.0,3357.0,BALDWYN,10.0,4.0,14.0,10.0,4.0
MS06000,8D,4.0,7639.0,QUITMAN,10.0,2.0,12.0,6.0,6.0
MS06001,7,4.0,1955.0,MARKS,6.0,1.0,7.0,7.0,0.0
MS06100,9B,4.0,67407.0,RANKIN,116.0,29.0,145.0,66.0,79.0
MS06101,5,4.0,18201.0,BRANDON,35.0,11.0,46.0,28.0,18.0
MS06102,5,4.0,22996.0,PEARL,48.0,12.0,60.0,46.0,14.0
MS06103,7,4.0,1488.0,PELAHATCHIE,3.0,1.0,4.0,4.0,0.0
MS06104,6,4.0,6307.0,FLOWOOD,40.0,12.0,52.0,42.0,10.0
MS06105,6,4.0,6496.0,RICHLAND,33.0,6.0,39.0,28.0,11.0
MS06106,6,4.0,2738.0,FLORENCE,11.0,2.0,13.0,9.0,4.0
MS06200,8C,4.0,19197.0,SCOTT,34.0,18.0,52.0,17.0,35.0
MS06201,6,4.0,6015.0,FOREST,13.0,4.0,17.0,13.0,4.0
MS06202,6,4.0,3452.0,MORTON,8.0,4.0,12.0,8.0,4.0
MS06300,8D,4.0,3910.0,SHARKEY,7.0,6.0,13.0,6.0,7.0
MS06301,7,4.0,2361.0,ROLLING FORK,6.0,2.0,8.0,6.0,2.0
MS06400,9C,4.0,21055.0,SIMPSON,23.0,10.0,33.0,14.0,19.0
MS06401,6,4.0,4200.0,MAGEE,13.0,4.0,17.0,13.0,4.0
MS06402,6,4.0,2545.0,MENDENHALL,6.0,3.0,9.0,6.0,3.0
MS06500,8C,4.0,15953.0,SMITH,9.0,4.0,13.0,8.0,5.0
MS06600,9C,4.0,10068.0,STONE,12.0,4.0,16.0,12.0,4.0
MS06601,6,4.0,4245.0,WIGGINS,10.0,5.0,15.0,11.0,4.0
MS06700,8C,4.0,12412.0,SUNFLOWER,8.0,1.0,9.0,8.0,1.0
MS06701,5,4.0,11649.0,INDIANOLA,21.0,9.0,30.0,23.0,7.0
MS06702,7,4.0,2304.0,DREW,5.0,2.0,7.0,5.0,2.0
MS06703,6,4.0,3053.0,RULEVILLE,9.0,3.0,12.0,7.0,5.0
MS06704,7,4.0,2447.0,MOORHEAD,4.0,1.0,5.0,5.0,0.0
MS06705,7,4.0,1093.0,INVERNESS,4.0,0.0,4.0,4.0,0.0
MS06706,7,4.0,667.0,SUNFLOWER,3.0,0.0,3.0,3.0,0.0
MS06800,8C,4.0,12384.0,TALLAHATCHIE,14.0,8.0,22.0,10.0,12.0
MS06801,7,4.0,2118.0,CHARLESTON,9.0,1.0,10.0,10.0,0.0
MS06900,9C,4.0,17627.0,TATE,24.0,11.0,35.0,19.0,16.0
MS06901,6,4.0,6717.0,SENATOBIA,10.0,6.0,16.0,13.0,3.0
MS06903,7,4.0,1644.0,COLDWATER,4.0,0.0,4.0,4.0,0.0
MS07000,8C,4.0,15527.0,TIPPAH,13.0,9.0,22.0,9.0,13.0
MS07001,6,4.0,5550.0,RIPLEY,14.0,1.0,15.0,14.0,1.0
MS07100,8C,4.0,16110.0,TISHOMINGO,16.0,4.0,20.0,9.0,11.0
MS07101,6,4.0,2999.0,IUKA,9.0,3.0,12.0,9.0,3.0
MS07200,9D,4.0,9992.0,TUNICA,90.0,55.0,145.0,71.0,74.0
MS07300,8C,4.0,18455.0,UNION,25.0,13.0,38.0,28.0,10.0
MS07301,6,4.0,7855.0,NEW ALBANY,22.0,2.0,24.0,22.0,2.0
MS07400,8C,4.0,13418.0,WALTHALL,15.0,3.0,18.0,10.0,8.0
MS07401,7,4.0,1887.0,TYLERTOWN,6.0,1.0,7.0,6.0,1.0
MS07500,8C,4.0,23161.0,WARREN,41.0,15.0,56.0,35.0,21.0
MS07501,4,4.0,26201.0,VICKSBURG,69.0,29.0,98.0,75.0,23.0
MS07600,8C,4.0,12436.0,WASHINGTON,35.0,11.0,46.0,28.0,18.0
MS07601,4,4.0,39818.0,GREENVILLE,81.0,39.0,120.0,86.0,34.0
MS07602,6,4.0,5273.0,LELAND,15.0,7.0,22.0,16.0,6.0
MS07603,6,4.0,3272.0,HOLLANDALE,5.0,5.0,10.0,6.0,4.0
MS07700,8C,4.0,16136.0,WAYNE,17.0,3.0,20.0,6.0,14.0
MS07701,6,4.0,5172.0,WAYNESBORO,18.0,4.0,22.0,15.0,7.0
MS07800,8D,4.0,7957.0,WEBSTER,4.0,4.0,8.0,5.0,3.0
MS07801,7,4.0,2278.0,EUPORA,9.0,1.0,10.0,8.0,2.0
MS07900,8C,4.0,10318.0,WILKINSON,12.0,4.0,16.0,10.0,6.0
MS08000,8C,4.0,13179.0,WINSTON,8.0,1.0,9.0,8.0,1.0
MS08001,6,4.0,6882.0,LOUISVILLE,19.0,6.0,25.0,18.0,7.0
MS08100,8D,4.0,9656.0,YALOBUSHA,14.0,1.0,15.0,11.0,4.0
MS08101,6,4.0,3791.0,WATER VALLEY,10.0,0.0,10.0,10.0,0.0
MS08200,8C,4.0,16296.0,YAZOO,14.0,2.0,16.0,10.0,6.0
MS08201,5,4.0,12189.0,YAZOO CITY,29.0,9.0,38.0,25.0,13.0
MOKPD00,1C,4.0,446659.0,KANSAS CITY,1379.0,565.0,1944.0,1273.0,671.0
MOMHP00,8D,4.0,0.0,MISSOURI HIGHWAY PATROL,1561.0,627.0,2188.0,1070.0,1118.0
MOSPD00,1C,4.0,335143.0,ST. LOUIS,1394.0,511.0,1905.0,1410.0,495.0
MO00100,8D,4.0,7700.0,ADAIR,18.0,9.0,27.0,10.0,17.0
MO00101,5,4.0,17308.0,KIRKSVILLE,23.0,3.0,26.0,23.0,3.0
MO00106,7,4.0,0.0,TRUMAN STATE UNIVERSITY,8.0,3.0,11.0,9.0,2.0
MO00200,9C,4.0,10122.0,ANDREW,11.0,4.0,15.0,11.0,4.0
MO00201,6,4.0,4930.0,SAVANNAH,3.0,1.0,4.0,4.0,0.0
MO00205,7,4.0,1909.0,COUNTY CLUB VILLAGE,0.0,0.0,0.0,0.0,0.0
MO00300,8D,4.0,3070.0,ATCHISON,8.0,1.0,9.0,5.0,4.0
MO00302,7,4.0,1371.0,ROCK PORT,3.0,0.0,3.0,3.0,0.0
MO00303,7,4.0,1900.0,TARKIO,3.0,0.0,3.0,3.0,0.0
MO00400,8C,4.0,10027.0,AUDRAIN,35.0,10.0,45.0,42.0,3.0
MO00401,7,4.0,403.0,FARBER,0.0,0.0,0.0,0.0,0.0
MO00403,7,4.0,327.0,MARTINSBURG,1.0,0.0,1.0,1.0,0.0
MO00404,5,4.0,11052.0,MEXICO,30.0,4.0,34.0,32.0,2.0
MO00405,6,4.0,4133.0,VANDALIA,2.0,2.0,4.0,2.0,2.0
MO00500,8C,4.0,23283.0,BARRY,22.0,12.0,34.0,18.0,16.0
MO00501,6,4.0,3038.0,CASSVILLE,8.0,0.0,8.0,8.0,0.0
MO00502,6,4.0,7803.0,MONETT,23.0,7.0,30.0,21.0,9.0
MO00503,7,4.0,721.0,EXETER,2.0,0.0,2.0,2.0,0.0
MO00505,7,4.0,905.0,SELIGMAN,2.0,0.0,2.0,2.0,0.0
MO00507,7,4.0,459.0,WASHBURN,0.0,0.0,0.0,0.0,0.0
MO00508,7,4.0,723.0,WHEATON,1.0,0.0,1.0,1.0,0.0
MO00510,7,4.0,409.0,BUTTERFIELD VILLAGE,0.0,0.0,0.0,0.0,0.0
MO00600,8D,4.0,6797.0,BARTON,13.0,2.0,15.0,8.0,7.0
MO00601,6,4.0,4578.0,LAMAR,9.0,3.0,12.0,10.0,2.0
MO00608,7,4.0,923.0,GOLDEN CITY,3.0,0.0,3.0,1.0,2.0
MO00609,7,4.0,815.0,LIBERAL,2.0,0.0,2.0,2.0,0.0
MO00700,9D,4.0,9370.0,BATES,14.0,14.0,28.0,8.0,20.0
MO00701,7,4.0,1835.0,ADRIAN,3.0,0.0,3.0,3.0,0.0
MO00702,6,4.0,4251.0,BUTLER,13.0,2.0,15.0,9.0,6.0
MO00704,7,4.0,1507.0,RICH HILL,5.0,3.0,8.0,3.0,5.0
MO00800,8C,4.0,13950.0,BENTON,18.0,3.0,21.0,14.0,7.0
MO00801,7,4.0,1054.0,COLE CAMP,3.0,0.0,3.0,3.0,0.0
MO00802,7,4.0,1073.0,LINCOLN,3.0,0.0,3.0,3.0,0.0
MO00803,7,4.0,2158.0,WARSAW,6.0,1.0,7.0,7.0,0.0
MO00900,8C,4.0,10908.0,BOLLINGER,6.0,5.0,11.0,7.0,4.0
MO00902,7,4.0,1518.0,MARBLE HILL,5.0,0.0,5.0,5.0,0.0
MO01000,9B,4.0,45049.0,BOONE,56.0,24.0,80.0,64.0,16.0
MO01001,6,4.0,3801.0,CENTRALIA,4.0,7.0,11.0,6.0,5.0
MO01002,3,4.0,89312.0,COLUMBIA,127.0,47.0,174.0,140.0,34.0
MO01003,7,4.0,949.0,STURGEON,1.0,1.0,2.0,2.0,0.0
MO01004,7,4.0,0.0,UNIV OF MO: COLUMBIA,31.0,14.0,45.0,29.0,16.0
MO01005,7,4.0,2254.0,ASHLAND,3.0,1.0,4.0,4.0,0.0
MO01006,7,4.0,997.0,HALLSVILLE,3.0,0.0,3.0,3.0,0.0
MO01100,9C,4.0,12329.0,BUCHANAN,44.0,29.0,73.0,57.0,16.0
MO01101,3,4.0,73302.0,ST. JOSEPH,114.0,46.0,160.0,117.0,43.0
MO01104,7,4.0,260.0,EASTON,0.0,0.0,0.0,0.0,0.0
MO01111,7,4.0,0.0,MO WESTERN STATE COLLEGE,8.0,3.0,11.0,7.0,4.0
MO01200,8C,4.0,24484.0,BUTLER,21.0,12.0,33.0,12.0,21.0
MO01202,5,4.0,16729.0,POPLAR BLUFF,45.0,10.0,55.0,44.0,11.0
MO01300,9D,4.0,5843.0,CALDWELL,27.0,17.0,44.0,10.0,34.0
MO01301,7,4.0,959.0,BRAYMER,1.0,0.0,1.0,1.0,0.0
MO01303,7,4.0,1836.0,HAMILTON,3.0,0.0,3.0,3.0,0.0
MO01307,7,4.0,601.0,POLO,1.0,0.0,1.0,1.0,0.0
MO01400,9B,4.0,25341.0,CALLAWAY,21.0,4.0,25.0,23.0,2.0
MO01401,7,4.0,931.0,AUXVASSE,0.0,0.0,0.0,0.0,0.0
MO01403,5,4.0,12423.0,FULTON,25.0,9.0,34.0,27.0,7.0
MO01404,7,4.0,652.0,NEW BLOOMFIELD,0.0,0.0,0.0,0.0,0.0
